Attendance,Hours_Studied,Previous_Scores,Tutoring_Sessions,Physical_Activity,Sleep_Hours,Parental_Involvement_Low,Exam_Score
69,20,99,1,3,8,0,64
84,11,55,0,3,7,1,63
97,14,83,0,2,5,0,68
90,17,83,5,3,7,0,68
87,8,97,2,3,9,0,67
83,20,66,1,3,8,0,67
80,19,67,2,2,7,0,68
67,10,92,1,4,8,0,65
96,22,99,4,4,7,1,74
70,24,52,1,2,9,0,85
64,21,82,2,3,9,0,64
90,18,62,3,2,5,1,67
67,24,86,2,2,9,0,68
75,24,89,0,3,10,1,67
61,22,88,1,4,8,0,65
65,15,72,2,2,8,0,63
67,22,58,1,2,6,0,64
62,27,79,0,3,6,1,62
86,16,89,1,2,7,1,68
93,33,96,0,4,6,0,75
75,17,73,0,4,5,0,63
95,20,62,2,4,7,0,68
69,16,56,2,3,8,0,63
73,21,90,0,2,5,0,68
66,10,77,0,2,7,0,62
85,17,84,3,2,7,1,67
77,13,58,2,3,7,0,66
85,21,50,1,2,8,0,65
90,26,98,0,3,8,0,69
82,24,91,2,1,6,0,70
85,6,70,0,3,9,0,64
97,32,73,0,3,8,0,75
72,22,96,1,3,9,1,66
74,15,60,2,3,7,0,62
89,21,90,4,5,7,1,70
84,21,51,0,3,7,0,68
67,16,94,1,2,9,0,66
75,21,79,0,2,7,1,65
79,16,74,3,2,7,0,68
77,18,85,2,3,10,0,68
67,16,53,2,3,5,0,62
97,11,60,2,3,8,1,66
90,21,70,2,2,7,0,68
79,24,81,0,2,7,0,69
87,23,57,2,3,6,0,67
96,25,69,3,2,6,1,74
65,22,63,2,3,6,1,61
70,17,82,2,2,8,0,64
82,25,96,1,2,8,0,69
92,12,58,2,2,4,0,66
61,15,59,0,4,5,0,61
99,14,80,3,4,8,0,71
78,26,73,2,4,8,0,71
74,26,86,2,4,5,0,69
72,23,64,1,4,8,0,66
67,26,77,2,3,7,1,64
92,15,69,1,4,8,1,68
98,22,64,0,3,6,0,71
77,19,86,0,4,5,0,66
98,25,90,1,4,7,0,94
93,19,66,1,3,7,1,68
79,18,81,1,4,7,0,66
87,23,59,4,2,6,0,70
77,25,90,1,3,10,0,68
82,16,64,1,2,4,0,65
62,20,59,3,4,6,0,64
88,14,97,0,3,6,0,69
62,5,71,1,4,7,0,59
93,21,82,2,4,8,1,70
93,24,90,0,2,8,0,72
69,22,84,0,3,9,1,64
73,8,78,0,3,8,0,63
79,18,69,2,3,4,0,67
84,7,96,1,3,5,0,62
71,28,57,1,4,9,0,69
84,13,94,3,2,9,0,66
72,28,85,4,2,8,1,66
62,26,79,1,3,6,1,63
60,15,66,2,4,7,0,62
64,13,57,1,3,6,0,58
92,22,72,0,4,5,0,67
98,15,89,2,3,7,0,68
77,21,87,1,3,10,0,67
81,17,82,3,4,6,0,67
66,9,100,3,3,9,1,62
82,7,99,2,2,6,0,66
66,21,70,1,5,5,0,65
84,17,60,0,5,8,0,67
97,17,73,1,4,7,0,69
68,24,92,1,2,9,0,67
91,27,73,0,3,9,1,69
61,18,67,2,4,7,0,62
75,18,87,3,3,9,0,67
64,23,83,0,3,6,0,63
74,12,98,2,3,6,0,65
67,21,77,3,3,9,0,66
75,23,98,3,1,5,0,71
77,24,65,1,4,7,1,70
72,8,93,4,4,9,0,68
86,15,68,0,3,9,0,67
97,15,90,2,0,6,0,71
76,21,96,1,5,9,1,65
68,23,81,1,2,5,1,64
71,29,86,1,2,6,0,69
94,17,98,1,2,7,0,68
83,17,69,4,3,8,0,67
78,27,76,1,4,5,0,71
66,22,95,1,3,10,0,64
78,28,84,2,3,4,0,69
71,22,94,1,4,7,0,68
98,13,81,1,3,7,0,69
95,12,87,0,3,4,0,67
63,11,51,0,3,9,0,58
81,24,67,0,2,6,1,66
69,27,89,2,1,7,0,69
76,31,70,3,3,7,0,70
95,25,68,1,3,5,0,70
81,27,98,0,3,5,0,70
73,17,78,0,3,9,0,66
68,13,60,1,3,7,1,61
92,25,74,3,2,4,0,71
85,23,76,2,3,7,0,69
79,21,99,2,2,7,0,69
69,22,86,0,1,7,0,65
73,22,76,3,4,4,0,69
98,28,72,1,2,7,0,74
81,28,96,2,5,6,0,71
76,23,82,0,1,7,0,68
81,25,68,0,3,8,0,69
91,23,73,3,5,8,1,68
74,17,64,2,3,9,0,63
67,25,98,0,2,10,0,68
83,12,85,2,2,5,0,67
87,26,70,3,3,6,0,71
89,13,59,0,2,8,0,66
95,22,59,2,3,7,0,69
75,15,74,3,4,4,0,68
63,23,73,1,3,7,0,63
98,20,71,0,4,9,0,69
77,10,93,3,3,5,1,66
85,23,99,1,5,7,0,71
87,17,68,2,4,4,0,68
82,25,65,0,4,8,0,69
68,20,89,0,3,7,0,65
90,22,72,0,4,6,0,68
92,14,61,0,2,6,0,67
82,16,59,1,3,5,0,65
80,17,64,1,4,9,1,65
65,25,50,2,2,6,0,64
63,30,97,1,3,8,0,69
74,15,72,2,3,6,0,64
72,26,54,2,2,10,0,66
98,7,58,2,5,9,0,65
91,13,66,2,4,10,0,69
86,14,78,3,4,10,1,66
81,12,85,0,2,6,0,64
67,10,65,1,4,6,0,61
99,22,98,1,1,10,0,72
75,19,88,1,3,7,0,67
64,22,91,0,4,8,1,63
80,24,66,1,3,6,0,69
95,22,69,3,2,6,1,70
95,24,77,1,3,8,0,71
60,20,73,0,1,4,0,60
95,13,63,3,2,8,0,70
71,26,100,1,4,8,1,69
62,16,92,0,4,6,0,63
94,14,62,2,1,7,0,69
95,19,95,0,2,7,0,71
84,15,79,1,4,7,0,68
83,17,51,0,4,8,0,64
93,22,67,0,3,6,1,68
91,22,51,2,3,10,1,69
96,15,54,0,3,7,0,65
82,17,59,3,4,7,0,68
99,26,74,1,2,10,0,74
100,23,69,0,4,4,0,72
65,32,57,1,2,10,0,67
94,27,70,1,2,7,0,73
80,27,65,1,4,6,0,68
76,12,71,0,4,5,0,61
85,25,59,3,4,5,0,70
62,20,80,1,3,6,0,62
80,17,52,2,3,7,0,67
95,21,69,0,3,8,1,69
69,26,95,0,3,7,0,93
77,23,71,3,4,6,0,68
98,15,72,1,2,9,0,69
77,24,53,2,4,10,0,68
74,16,80,0,5,9,0,64
78,21,97,0,2,6,0,69
81,18,65,2,4,8,0,66
85,19,70,4,3,8,0,68
92,25,79,3,4,9,0,72
78,14,55,2,2,6,0,63
93,32,98,0,4,6,0,73
81,9,73,1,1,9,0,65
74,16,56,1,2,8,0,65
86,22,67,0,2,5,1,68
89,24,69,3,2,8,0,70
82,19,67,0,2,10,0,65
62,20,85,2,3,6,0,66
67,22,67,1,1,6,0,66
71,19,66,2,3,7,0,65
71,28,66,2,3,8,0,69
87,25,89,1,4,7,1,69
61,25,65,2,4,9,0,64
90,14,51,1,4,7,0,66
71,20,68,1,3,9,1,63
72,18,64,4,3,6,0,68
81,14,95,2,3,5,0,68
69,22,74,1,3,6,0,65
95,17,62,1,3,5,0,69
63,24,99,2,1,8,0,66
78,14,62,1,4,4,0,63
94,30,88,2,3,6,1,72
85,15,82,2,4,7,0,67
72,21,73,1,3,5,0,67
77,25,70,0,5,7,0,68
88,17,94,2,3,7,0,71
99,25,74,1,3,9,0,73
96,13,69,2,3,5,0,68
74,29,68,0,4,8,0,69
100,20,64,0,2,8,0,69
60,16,70,3,4,7,0,63
61,18,56,3,3,6,0,62
93,25,53,0,5,5,0,70
68,16,77,1,3,10,0,66
62,16,73,3,3,7,0,62
69,19,59,2,2,7,0,64
77,13,55,2,3,10,0,63
89,31,57,1,2,7,0,71
85,17,66,1,1,10,0,67
70,25,73,2,1,5,1,67
80,21,60,1,2,7,1,67
97,14,88,2,3,5,1,71
93,20,60,0,3,7,0,69
73,25,56,2,4,7,0,93
99,19,100,1,1,6,0,72
88,27,72,1,1,7,0,71
62,26,59,1,3,6,0,63
61,26,95,0,3,7,0,65
67,17,62,0,3,6,1,61
89,14,96,2,3,9,0,66
67,16,56,1,2,5,0,61
80,21,92,1,3,7,0,67
64,23,59,3,5,5,0,64
97,7,97,3,2,6,1,69
74,20,79,1,2,6,1,64
96,21,59,2,2,7,0,70
98,18,92,2,4,7,0,73
60,28,70,0,5,5,1,63
79,23,87,2,4,6,0,68
61,28,82,0,3,6,1,64
96,19,86,3,3,5,0,69
81,26,67,3,2,9,0,69
63,30,97,2,2,5,0,67
64,28,78,3,4,7,0,69
75,13,54,1,3,10,0,62
98,18,53,0,1,9,1,66
88,18,87,2,2,8,1,68
95,23,92,1,1,7,0,71
75,24,85,1,2,8,0,66
62,15,64,2,4,8,1,62
99,20,61,1,4,9,1,68
61,8,78,0,3,7,0,59
98,29,60,0,4,9,0,70
75,17,69,1,4,7,0,66
60,20,81,3,3,10,0,65
88,18,64,0,4,7,0,66
99,27,69,2,2,5,0,73
99,3,68,2,3,7,0,65
66,20,73,0,3,8,0,65
67,19,84,0,3,9,0,64
83,17,89,0,4,6,0,69
85,30,83,2,3,4,0,74
90,15,51,2,2,8,0,68
67,25,95,0,4,8,1,65
98,22,79,2,5,5,0,72
86,28,96,2,4,7,0,71
94,16,98,0,4,7,0,69
82,16,73,3,1,8,1,67
77,27,96,0,3,6,0,71
99,23,68,1,3,6,1,68
83,11,63,3,2,7,1,63
95,17,54,2,2,5,0,69
98,22,73,1,4,10,0,68
87,25,84,2,4,8,0,73
82,16,99,3,2,6,0,69
60,3,76,0,4,5,0,58
62,23,87,1,3,5,0,65
68,13,95,2,4,8,0,63
67,8,77,1,2,5,1,59
70,3,58,0,2,7,0,58
72,25,92,1,2,4,0,66
74,21,79,0,4,8,0,67
77,19,88,3,3,8,0,67
64,28,83,2,4,7,0,67
62,24,53,0,6,7,0,65
87,30,58,1,1,8,0,71
81,12,64,2,3,7,0,66
78,20,64,2,2,8,0,68
85,10,92,0,4,5,0,65
93,19,80,1,3,8,0,71
77,19,54,2,4,7,0,64
86,24,69,1,3,9,0,72
98,20,78,4,2,7,1,69
94,24,63,1,3,7,0,70
77,24,52,0,4,6,0,66
86,33,69,0,3,9,0,70
67,18,73,0,2,4,0,62
82,14,95,1,3,8,1,66
99,21,95,2,1,7,0,70
81,15,75,1,1,7,1,63
97,29,74,1,4,7,0,73
76,18,82,2,4,7,0,70
100,17,63,1,5,8,0,71
83,17,64,1,4,6,1,65
62,24,50,1,2,7,0,64
83,19,54,1,4,8,0,66
71,16,59,1,3,6,1,82
61,30,82,2,3,8,1,68
93,15,61,1,4,8,0,67
71,20,56,5,5,6,1,68
92,24,81,2,3,5,1,69
72,10,83,0,4,6,0,63
68,23,53,3,3,7,0,66
99,14,89,0,2,7,0,68
74,25,80,4,3,9,0,71
84,14,70,2,3,6,0,69
84,24,99,1,2,6,1,70
82,27,51,3,2,8,0,70
97,25,77,1,4,6,0,73
87,22,58,0,4,6,0,68
76,19,66,1,3,6,0,65
94,17,57,4,4,4,0,72
67,29,83,2,4,8,0,67
82,16,70,4,4,8,1,68
98,14,99,0,3,8,0,69
85,24,83,1,4,10,0,70
93,15,96,1,2,9,0,69
86,14,62,1,2,6,0,68
94,11,66,2,2,9,0,65
98,17,68,1,4,7,0,70
71,20,92,1,4,6,0,65
67,21,61,0,3,6,0,61
79,26,97,1,2,7,0,69
88,23,52,0,4,7,0,67
69,19,94,1,3,9,0,65
60,19,73,3,3,8,0,63
74,23,76,0,4,6,0,67
99,28,100,6,5,5,0,76
88,21,94,0,3,8,0,70
76,17,95,1,4,8,0,67
68,14,79,2,4,9,0,66
74,11,98,1,2,7,0,65
67,24,84,0,1,8,1,65
64,23,91,2,3,8,1,63
96,23,86,3,3,5,0,74
100,19,89,2,3,7,1,72
67,28,82,1,4,8,0,68
62,17,86,2,4,8,0,62
73,26,72,1,3,7,1,65
78,20,85,1,3,10,0,69
68,16,64,2,2,10,0,61
72,24,82,2,4,7,0,67
68,22,76,1,4,7,0,66
91,22,95,1,2,8,1,70
89,20,84,5,3,7,0,72
85,20,80,3,3,9,0,69
75,34,66,0,3,5,1,68
96,27,93,2,2,7,0,74
99,24,53,1,3,8,0,70
67,21,95,1,4,9,0,67
69,26,83,4,2,5,0,68
81,23,59,2,1,6,0,69
64,20,95,4,4,4,0,66
77,18,66,3,3,6,0,66
83,20,58,1,3,5,0,68
81,1,66,1,2,8,0,60
73,21,98,0,4,7,0,69
82,17,88,1,1,7,0,66
98,30,96,1,3,7,0,77
68,20,65,1,5,9,0,63
86,13,54,3,3,5,0,66
62,20,78,1,4,4,0,64
63,14,74,1,4,8,0,63
82,23,86,0,4,6,1,68
64,22,77,1,2,5,0,65
61,26,70,1,4,8,0,65
67,15,50,0,1,4,0,64
83,20,73,0,3,6,0,68
88,12,56,0,2,4,1,62
68,24,96,1,3,7,0,67
87,23,96,1,1,9,0,73
67,23,90,2,3,6,0,69
85,20,58,0,2,6,0,65
76,22,57,1,3,10,0,66
86,30,78,4,2,8,0,73
100,18,86,1,3,10,0,72
98,21,95,3,1,7,0,72
60,13,95,1,1,7,1,61
95,15,58,2,3,9,0,69
63,21,100,1,2,7,0,66
98,27,58,1,3,7,0,74
71,18,92,1,4,4,0,64
75,19,79,1,2,10,0,66
64,18,84,2,3,8,0,64
64,17,80,3,4,7,0,66
89,22,93,2,5,8,0,72
98,11,82,1,2,5,0,71
84,28,92,1,3,6,0,70
89,16,58,2,3,8,0,67
90,24,93,1,2,7,0,71
71,12,100,2,3,8,0,63
62,24,83,1,2,7,0,64
60,24,99,2,1,8,0,64
74,22,61,1,3,5,0,65
70,14,91,2,4,9,0,65
62,21,58,2,3,6,0,62
67,13,76,2,5,7,0,65
65,18,83,1,2,6,0,64
97,26,83,2,3,7,0,74
66,25,84,2,1,7,0,67
82,20,66,0,2,8,1,66
84,14,99,3,4,8,0,70
82,24,50,0,2,8,0,68
64,20,81,0,1,6,0,64
73,6,93,0,1,8,0,58
62,25,95,1,4,7,0,65
76,20,86,2,5,7,0,68
68,27,79,2,1,8,1,64
82,13,73,4,4,5,0,66
88,1,72,3,2,4,0,92
81,22,71,2,4,9,0,69
77,22,85,2,2,7,0,68
75,10,87,2,4,8,0,63
94,14,76,0,3,6,1,64
69,37,87,1,2,9,0,68
89,18,76,0,2,8,0,67
90,24,55,1,2,7,1,68
77,16,93,1,2,7,0,66
72,7,94,4,4,4,0,66
79,19,63,4,2,8,0,68
64,18,89,1,3,9,0,64
62,18,76,2,3,7,0,63
64,19,56,0,4,7,0,62
67,22,70,2,2,7,0,66
80,19,54,0,2,9,0,65
94,12,89,1,3,9,0,66
69,23,60,2,4,6,0,66
97,8,58,2,2,8,0,69
98,8,60,1,3,7,1,67
98,24,61,6,3,8,0,75
94,23,84,0,3,6,0,73
75,20,82,0,5,9,0,66
63,12,56,4,4,8,0,61
83,16,86,5,4,9,0,68
82,18,67,1,4,5,0,67
94,10,73,1,3,5,0,66
100,16,56,1,2,10,0,69
80,24,85,3,4,9,0,69
74,29,69,1,1,6,0,67
67,17,82,0,4,8,0,65
60,25,71,2,2,6,0,63
80,9,52,1,2,4,0,63
82,24,85,1,2,4,0,66
93,15,78,0,4,7,0,66
80,22,72,2,4,9,0,69
97,19,60,3,4,9,0,72
85,28,81,2,3,9,0,70
94,15,64,2,1,8,0,68
66,24,71,1,3,7,0,66
94,18,53,3,3,9,1,67
87,19,89,0,5,4,0,68
67,19,55,0,4,8,0,62
68,15,95,1,2,5,0,64
97,20,93,1,1,6,0,71
61,20,99,0,4,8,0,65
79,21,95,0,2,8,0,69
73,21,99,1,5,6,0,65
87,25,94,0,4,8,0,71
94,26,56,1,2,8,1,69
74,14,72,2,3,7,0,65
77,25,54,2,1,7,1,66
99,13,77,0,3,10,0,68
91,24,76,0,2,7,0,72
96,24,96,1,3,7,0,74
78,9,98,3,2,7,0,64
69,21,63,0,3,7,0,64
76,17,79,1,4,8,0,63
89,15,73,2,2,9,0,66
64,28,77,1,2,7,0,67
71,16,77,4,5,6,0,64
62,15,96,0,4,10,1,62
77,20,95,0,1,7,0,66
93,24,56,4,2,4,0,71
61,19,67,1,6,10,0,63
87,27,88,1,4,9,0,72
97,23,84,1,3,9,0,71
69,7,82,1,3,9,1,61
88,17,100,1,2,10,0,71
99,17,67,2,4,5,0,69
98,23,76,3,3,6,0,74
69,4,99,0,2,6,0,61
64,35,85,2,2,6,0,68
66,23,82,1,2,7,0,67
88,21,58,3,4,6,0,70
89,27,62,0,3,5,0,69
87,34,69,3,2,6,0,72
73,25,73,1,2,7,0,66
67,26,75,2,3,9,0,67
83,21,95,4,2,6,0,70
79,19,55,3,4,8,0,68
89,17,62,2,2,5,1,68
78,15,57,2,2,4,0,65
74,16,87,0,3,7,0,63
72,12,99,0,4,6,1,62
68,20,95,0,4,6,0,66
71,10,86,1,2,6,0,62
64,21,51,0,3,6,1,61
74,20,67,0,4,6,1,63
61,21,93,3,3,6,0,65
67,17,83,3,3,5,0,64
90,38,60,2,4,4,0,74
73,28,73,2,2,4,1,70
87,13,54,2,2,10,1,63
89,21,76,3,2,7,1,68
83,16,95,2,2,9,0,69
98,14,52,1,4,7,0,70
61,12,81,2,3,7,0,62
90,23,62,3,2,7,0,71
98,16,100,2,1,8,0,69
94,26,53,0,2,5,0,69
67,26,81,4,3,6,1,68
73,28,63,0,2,7,1,65
67,15,94,1,5,4,0,65
84,23,56,1,4,9,1,65
88,24,71,2,3,9,0,72
73,17,59,2,4,4,0,63
82,15,90,2,2,6,0,68
88,30,68,1,3,7,0,72
77,21,59,3,2,8,0,66
94,24,86,2,3,9,1,71
91,15,91,0,3,6,0,67
63,13,73,2,3,10,0,61
85,17,69,4,2,7,0,70
69,19,82,2,3,7,0,64
82,14,83,0,2,8,0,64
98,20,83,0,3,7,1,68
95,10,64,4,3,7,0,70
76,13,97,4,3,10,1,65
72,24,61,3,2,7,0,67
69,24,69,0,4,6,0,65
81,18,64,1,4,6,1,65
65,14,97,3,4,9,0,65
82,14,91,1,2,8,0,66
60,18,91,2,4,5,0,62
73,24,50,1,2,5,0,63
69,26,84,0,3,7,1,63
99,17,62,3,3,8,0,70
89,13,98,0,4,6,1,67
74,22,77,0,3,4,0,66
64,15,78,2,2,5,0,63
81,17,68,1,3,9,0,66
69,28,77,3,4,8,1,67
81,25,87,1,1,9,0,68
93,21,78,1,2,9,1,67
85,12,82,1,2,6,0,66
85,21,74,2,4,6,0,71
82,26,86,0,2,7,0,69
97,18,95,1,2,8,0,72
97,28,53,0,3,9,0,70
81,28,55,2,3,10,0,68
72,30,84,1,1,8,0,68
78,22,69,2,2,8,1,67
67,24,64,1,2,10,0,62
85,28,59,1,3,7,0,67
80,23,79,1,2,9,0,69
64,17,67,3,3,8,0,64
68,17,75,2,3,8,0,66
79,21,98,2,1,7,0,69
96,12,88,0,2,5,0,70
83,19,90,3,3,8,0,69
87,27,56,3,3,8,0,72
74,7,66,1,2,6,0,61
83,29,55,2,4,7,0,68
78,27,98,1,3,6,0,68
86,17,84,0,3,6,1,66
62,23,51,5,2,6,0,65
80,20,74,2,4,5,0,66
72,27,63,1,5,6,0,67
73,26,77,0,2,8,0,68
98,12,59,1,2,9,1,67
67,24,53,0,3,10,1,63
72,19,66,0,2,6,0,64
80,20,65,1,3,9,0,66
95,16,86,0,4,8,0,69
77,30,74,3,3,7,0,70
90,26,65,3,2,8,0,72
94,16,79,2,5,9,0,71
72,12,54,3,2,6,0,63
76,18,83,1,4,6,0,68
74,23,57,1,3,6,0,67
93,21,64,2,4,6,0,69
62,28,64,1,2,9,0,65
72,25,73,4,4,6,0,69
87,26,98,0,4,6,0,71
83,22,66,2,3,7,0,67
77,12,64,2,4,7,1,64
82,19,58,2,3,6,0,68
68,26,70,1,3,10,0,67
77,20,59,1,2,6,1,62
80,23,57,2,2,7,0,68
96,18,93,0,4,4,0,72
70,14,53,0,3,7,0,61
95,19,86,0,4,5,1,67
86,22,60,0,3,6,0,70
61,16,51,1,3,4,1,59
89,19,90,0,4,6,0,70
61,14,85,1,1,7,1,60
100,27,67,1,3,7,0,74
95,18,54,0,3,6,1,68
72,29,68,0,3,7,0,67
70,29,59,2,4,6,0,67
75,20,97,0,2,7,1,66
74,14,76,1,2,7,0,63
75,7,98,1,3,7,0,62
73,11,68,3,3,7,0,64
85,12,78,3,4,6,0,68
67,28,60,0,3,8,0,65
94,21,90,1,4,8,0,71
92,22,52,1,3,7,0,68
79,7,85,0,2,9,1,62
94,13,70,1,3,7,0,68
70,25,79,3,3,7,0,68
61,22,80,3,3,7,0,67
85,19,86,0,2,7,0,67
78,23,60,2,4,6,0,70
83,30,77,0,4,4,1,69
96,19,71,2,3,7,1,70
99,20,64,1,2,8,0,69
85,21,75,1,2,5,0,70
91,34,98,0,4,9,0,72
63,7,97,1,2,5,1,59
66,24,64,0,4,6,0,64
89,19,94,0,1,10,0,72
77,23,94,0,3,8,1,70
78,16,62,0,1,7,1,63
72,20,80,1,3,7,0,66
84,24,93,3,4,9,0,72
67,39,76,2,4,5,0,71
85,25,68,1,3,9,0,71
67,15,83,3,3,6,1,62
63,17,59,1,1,8,0,62
73,17,58,4,1,6,0,64
69,9,92,2,3,10,0,65
96,18,52,1,4,7,0,68
62,24,90,0,3,5,0,67
67,12,65,1,3,8,0,61
82,26,74,2,5,9,1,68
79,23,77,1,3,9,0,68
62,16,88,1,1,7,0,62
60,19,94,1,3,8,0,62
100,30,90,0,2,6,0,74
86,24,79,0,4,8,0,68
75,20,67,1,4,8,1,66
79,19,76,1,3,4,0,67
71,20,52,1,3,5,0,65
74,17,62,2,4,7,0,66
86,7,68,5,4,7,0,67
95,32,66,5,3,7,0,76
67,21,55,2,3,7,1,66
94,22,53,1,3,9,1,68
65,20,71,2,3,8,0,63
69,16,54,4,4,4,0,65
61,19,64,3,3,10,0,63
66,10,74,2,2,4,0,59
97,34,60,2,4,8,0,74
78,13,54,2,3,5,0,62
63,14,72,3,4,9,1,59
98,17,72,0,3,7,0,71
95,28,96,1,3,8,0,73
90,20,56,0,1,4,0,68
97,13,81,3,1,8,0,68
69,28,66,0,6,8,0,66
93,24,56,1,3,8,1,69
88,23,70,2,4,8,0,70
95,24,71,1,3,7,0,74
92,34,68,0,5,7,0,75
74,33,88,2,3,6,0,71
91,16,92,2,3,6,0,71
70,30,57,1,4,9,0,65
73,22,58,1,3,6,1,65
64,23,71,2,1,4,0,65
97,10,66,2,2,6,0,67
72,19,91,1,4,8,0,67
81,15,100,1,3,7,0,67
76,25,59,4,4,8,0,71
98,26,88,1,1,4,0,72
73,8,80,0,4,4,0,62
91,20,82,0,4,7,0,70
94,27,63,0,4,9,0,72
77,19,55,0,4,4,1,64
75,24,77,1,1,8,0,66
90,22,81,0,4,9,1,69
97,22,98,0,0,7,0,71
90,18,84,2,3,8,0,68
69,13,72,2,2,7,0,63
96,13,100,4,3,7,0,71
76,24,69,3,1,8,0,65
83,20,58,0,1,10,1,66
93,19,81,2,3,6,1,68
68,17,63,0,3,7,0,61
91,18,96,2,3,6,1,71
84,26,71,0,2,7,0,70
96,18,57,1,3,7,0,66
67,12,57,0,2,9,0,61
77,24,82,1,2,9,0,67
93,19,68,1,3,8,0,72
61,20,68,1,3,9,0,65
64,30,81,3,2,6,0,68
100,20,61,3,4,6,1,70
71,22,57,1,4,8,0,63
99,13,83,1,4,7,0,69
67,19,50,0,3,10,0,62
74,24,95,1,4,4,0,71
90,11,59,1,4,8,1,64
86,21,72,0,3,8,0,69
83,21,61,2,3,6,0,71
81,20,61,0,4,6,1,63
94,26,92,1,3,6,1,72
69,22,79,1,3,5,0,66
78,29,66,2,4,9,0,69
66,14,63,0,3,10,0,60
84,21,61,1,4,6,0,68
70,21,78,3,2,6,0,65
73,14,87,2,4,5,0,67
79,26,63,0,2,5,0,66
61,34,67,1,2,6,0,68
64,20,86,0,4,9,1,63
87,23,87,1,3,10,0,73
77,21,60,1,3,6,0,66
95,16,69,2,3,6,1,67
88,9,93,2,4,5,1,66
60,16,87,0,5,8,0,60
85,12,58,1,3,8,0,67
64,30,69,3,4,7,0,67
91,19,99,0,2,6,0,70
100,18,76,1,2,9,0,69
81,25,86,1,3,8,0,68
87,13,55,1,3,8,0,67
69,15,92,0,1,8,0,63
78,20,80,2,3,7,0,70
94,26,59,4,3,6,1,71
67,23,69,1,2,8,0,67
71,21,54,1,3,8,0,64
78,20,89,0,4,8,1,66
88,22,87,1,3,5,0,70
75,21,75,1,2,8,0,65
97,14,73,2,3,7,1,68
64,20,73,3,5,6,0,65
75,14,52,3,1,8,0,65
88,20,68,0,4,7,0,69
69,17,56,1,4,10,0,63
86,35,59,2,2,8,1,70
67,20,98,1,4,7,1,64
62,12,63,1,4,7,0,62
65,19,74,1,3,5,0,66
97,23,94,2,3,9,0,73
82,30,71,3,3,7,0,72
92,16,76,0,2,7,0,68
73,11,58,0,4,5,0,62
84,25,64,2,4,8,0,67
80,12,75,1,4,6,0,62
98,17,68,2,3,6,0,72
90,18,52,2,2,7,1,67
89,20,70,1,3,6,0,68
62,24,91,2,3,6,1,65
82,16,56,0,1,7,0,79
79,18,51,2,3,9,0,66
97,20,56,1,2,8,0,68
70,21,84,1,3,8,1,65
71,21,90,3,4,8,0,67
76,23,52,3,4,6,0,67
70,25,94,1,4,9,1,67
65,22,81,5,4,4,0,68
94,23,76,3,3,8,0,72
82,11,63,1,5,8,0,65
94,20,69,0,3,7,1,65
93,23,97,1,2,6,0,70
71,24,96,2,2,7,0,67
82,16,81,1,4,6,0,68
63,16,79,2,3,8,0,63
97,17,61,2,2,8,0,68
76,23,98,0,2,8,0,69
76,26,88,2,4,8,1,66
72,18,69,2,4,8,0,64
78,25,91,3,4,8,0,69
70,21,61,1,3,6,1,62
75,19,61,0,3,5,0,65
92,19,90,1,2,7,0,70
93,24,78,1,4,8,1,72
72,22,78,1,3,5,0,66
79,34,79,3,2,7,0,70
95,15,56,3,1,9,0,67
62,23,67,1,4,7,0,65
96,17,79,3,2,9,0,68
69,15,62,2,3,9,1,62
87,20,75,1,3,7,1,68
83,21,78,2,3,6,0,69
82,38,97,2,3,6,0,72
94,19,62,0,3,7,1,65
64,13,72,2,2,5,0,63
74,22,99,0,2,5,0,68
82,8,59,1,2,4,0,62
92,19,89,0,2,7,0,69
69,20,59,2,4,10,0,65
92,25,93,3,2,4,0,74
76,26,74,4,3,7,0,70
68,17,99,2,3,7,0,65
90,19,59,3,3,7,0,70
64,15,84,0,3,9,1,59
81,13,85,1,3,6,1,63
63,22,86,0,4,4,1,64
74,12,55,0,3,6,1,63
84,18,64,2,2,6,0,67
82,14,67,1,4,4,0,65
76,23,66,2,3,7,0,67
77,31,84,2,5,5,0,73
69,12,53,2,3,7,0,64
78,9,87,0,3,6,1,65
98,19,76,2,3,5,0,72
94,20,59,3,4,8,0,72
66,21,61,2,2,7,0,66
61,17,55,1,2,7,0,62
97,19,73,2,1,8,1,68
81,22,80,1,3,7,0,67
82,26,79,1,2,7,0,69
91,8,98,1,3,6,0,67
73,18,65,1,3,5,0,63
79,21,88,0,4,7,1,65
99,14,86,2,4,6,0,71
87,30,53,1,1,8,0,70
66,16,97,5,3,7,0,68
65,20,97,0,3,8,0,65
68,23,70,4,2,6,0,68
91,16,71,2,3,5,0,69
72,9,91,1,2,10,0,62
61,17,75,2,4,7,1,62
98,26,90,1,2,8,0,72
67,18,52,0,4,5,0,64
60,15,63,0,1,7,0,58
69,26,55,1,3,9,0,66
69,18,73,1,4,5,0,64
77,17,93,3,1,10,0,68
97,21,78,0,3,7,1,69
95,25,76,1,5,6,1,71
78,34,68,1,2,8,0,71
76,25,53,0,3,9,0,67
82,27,88,2,3,6,0,71
70,17,79,2,3,6,0,64
62,14,97,0,1,7,0,62
98,20,72,1,4,8,0,70
67,21,70,2,2,7,1,63
68,14,99,0,3,8,0,66
79,19,57,2,3,8,0,65
80,22,63,1,3,7,0,69
61,22,74,1,3,6,0,63
66,23,76,1,2,7,0,64
